filename,case_name,citation,catchword,area_of_law,topic,subtopic,primary_statute,is_criminal,taxonomy_key,pdf_url
2024_SGHC_297.pdf,[2024] SGHC 297,[2024] SGHC 297,Criminal Law — Statutory offences — Road Traffic Act 1961,Criminal Law,Statutory offences,Road Traffic Act,Road Traffic Act,True,Criminal Law — Statutory offences — Road Traffic Act,https://www.elitigation.sg/gd/gd/2024_SGHC_297/pdf
2024_SGHC_297.pdf,[2024] SGHC 297,[2024] SGHC 297,Road Traffic — Offences — Careless driving,Criminal Law,Statutory offences,Careless driving,Road Traffic Act s 65,True,Road Traffic — Offences — Careless driving,https://www.elitigation.sg/gd/gd/2024_SGHC_297/pdf
2024_SGHC_294.pdf,[2024] SGHC 294,[2024] SGHC 294,Criminal Procedure and Sentencing — Sentencing — Principles,Criminal Law,Sentencing,Sentencing principles,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing — Principles,https://www.elitigation.sg/gd/gd/2024_SGHC_294/pdf
2024_SGHC_294.pdf,[2024] SGHC 294,[2024] SGHC 294,Road Traffic — Offences — Careless driving — Serious offender,Criminal Law,Statutory offences,Careless driving,Road Traffic Act s 65,True,Road Traffic — Offences — Careless driving,https://www.elitigation.sg/gd/gd/2024_SGHC_294/pdf
2024_SGCA_51.pdf,[2024] SGCA 51,[2024] SGCA 51,Constitutional Law — Equal protection of the law,Constitutional Law,Equal protection,Equal protection of the law,Constitution of Singapore Art 12,False,Constitutional Law — Equal protection of the law,https://www.elitigation.sg/gd/gd/2024_SGCA_51/pdf
2024_SGCA_51.pdf,[2024] SGCA 51,[2024] SGCA 51,Constitutional Law — Fundamental liberties — Right to life and personal liberty,Constitutional Law,Fundamental liberties,General,Constitution of Singapore Pt IV,False,Constitutional Law — Fundamental liberties,https://www.elitigation.sg/gd/gd/2024_SGCA_51/pdf
2024_SGCA_51.pdf,[2024] SGCA 51,[2024] SGCA 51,Criminal Procedure and Sentencing — Stay of execution,Criminal Procedure,Execution,Stay of execution,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Stay of execution,https://www.elitigation.sg/gd/gd/2024_SGCA_51/pdf
2024_SGHC_290.pdf,[2024] SGHC 290,[2024] SGHC 290,Criminal Law — Offences — Endangered species,Criminal Law,Statutory offences,Endangered species / Wildlife,Wildlife Act / CITES,True,Criminal Law — Offences — Endangered species,https://www.elitigation.sg/gd/gd/2024_SGHC_290/pdf
2024_SGHC_290.pdf,[2024] SGHC 290,[2024] SGHC 290,Criminal Law — Elements of crime — Mens rea,Criminal Law,Elements of crime,Mens rea,Penal Code,True,Criminal Law — Elements of crime — Mens rea,https://www.elitigation.sg/gd/gd/2024_SGHC_290/pdf
2024_SGHC_290.pdf,[2024] SGHC 290,[2024] SGHC 290,Criminal Procedure and Sentencing — Sentencing — Appeals,Criminal Law,Sentencing,Appeals against sentence,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing — Appeals,https://www.elitigation.sg/gd/gd/2024_SGHC_290/pdf
2024_SGHC_287.pdf,[2024] SGHC 287,[2024] SGHC 287,Criminal Law — Offences — Outrage of modesty,Criminal Law,Sexual offences,Outrage of modesty,Penal Code s 354,True,Criminal Law — Offences — Outrage of modesty,https://www.elitigation.sg/gd/gd/2024_SGHC_287/pdf
2024_SGHC_287.pdf,[2024] SGHC 287,[2024] SGHC 287,Evidence — Presumptions — Effect of presumptions in relation to electronic records — Section 116A of the Evidence Act 1893 (2020 Rev Ed),Evidence,Presumptions,Presumptions of fact,Evidence Act,False,Evidence — Presumptions,https://www.elitigation.sg/gd/gd/2024_SGHC_287/pdf
2024_SGHC_284.pdf,[2024] SGHC 284,[2024] SGHC 284,Criminal Procedure and Sentencing — Sentencing,Criminal Law,Sentencing,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing,https://www.elitigation.sg/gd/gd/2024_SGHC_284/pdf
2024_SGHC_278.pdf,[2024] SGHC 278,[2024] SGHC 278,Criminal Procedure and Sentencing — Sentencing — Appeals,Criminal Law,Sentencing,Appeals against sentence,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing — Appeals,https://www.elitigation.sg/gd/gd/2024_SGHC_278/pdf
2024_SGHC_278.pdf,[2024] SGHC 278,[2024] SGHC 278,Criminal Law — Statutory offences — Road Traffic Act 1961,Criminal Law,Statutory offences,Road Traffic Act,Road Traffic Act,True,Criminal Law — Statutory offences — Road Traffic Act,https://www.elitigation.sg/gd/gd/2024_SGHC_278/pdf
2024_SGCA_45.pdf,[2024] SGCA 45,[2024] SGCA 45,Criminal Procedure and Sentencing — Criminal references,Criminal Procedure,Reference,Criminal reference,Criminal Procedure Code 2010 s 397,True,Criminal Procedure and Sentencing — Criminal reference,https://www.elitigation.sg/gd/gd/2024_SGCA_45/pdf
2024_SGCA_45.pdf,[2024] SGCA 45,[2024] SGCA 45,Criminal Procedure and Sentencing — Sentencing — Date of commencement,Criminal Law,Sentencing,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing,https://www.elitigation.sg/gd/gd/2024_SGCA_45/pdf
2024_SGCA_42.pdf,[2024] SGCA 42,[2024] SGCA 42,Criminal Procedure and Sentencing — Sentencing — Appeals — Principles,Criminal Law,Sentencing,Appeals against sentence,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing — Appeals,https://www.elitigation.sg/gd/gd/2024_SGCA_42/pdf
2024_SGCA_42.pdf,[2024] SGCA 42,[2024] SGCA 42,Criminal Procedure and Sentencing — Sentencing — Appeals — Mentally disordered offenders,Criminal Law,Sentencing,Appeals against sentence,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing — Appeals,https://www.elitigation.sg/gd/gd/2024_SGCA_42/pdf
2024_SGCA_42.pdf,[2024] SGCA 42,[2024] SGCA 42,Criminal Procedure and Sentencing — Sentencing — Appeals — Young offenders,Criminal Law,Sentencing,Appeals against sentence,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing — Appeals,https://www.elitigation.sg/gd/gd/2024_SGCA_42/pdf
2024_SGHC_267.pdf,[2024] SGHC 267,[2024] SGHC 267,Criminal Procedure and Sentencing — Appeal — Adducing fresh evidence,Criminal Procedure,General,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing,https://www.elitigation.sg/gd/gd/2024_SGHC_267/pdf
2024_SGHC_267.pdf,[2024] SGHC 267,[2024] SGHC 267,Criminal Procedure and Sentencing — Sentencing — Young offenders,Criminal Law,Sentencing,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing,https://www.elitigation.sg/gd/gd/2024_SGHC_267/pdf
2024_SGHC_265.pdf,[2024] SGHC 265,[2024] SGHC 265,Criminal Law — Offences — Rape,Criminal Law,Sexual offences,Rape,Penal Code s 375,True,Criminal Law — Offences — Rape,https://www.elitigation.sg/gd/gd/2024_SGHC_265/pdf
2024_SGCA_40.pdf,[2024] SGCA 40,[2024] SGCA 40,Constitutional Law — Equal protection of the law,Constitutional Law,Equal protection,Equal protection of the law,Constitution of Singapore Art 12,False,Constitutional Law — Equal protection of the law,https://www.elitigation.sg/gd/gd/2024_SGCA_40/pdf
2024_SGCA_40.pdf,[2024] SGCA 40,[2024] SGCA 40,Constitutional Law — Fundamental liberties — Right to life and personal liberty,Constitutional Law,Fundamental liberties,General,Constitution of Singapore Pt IV,False,Constitutional Law — Fundamental liberties,https://www.elitigation.sg/gd/gd/2024_SGCA_40/pdf
2024_SGCA_40.pdf,[2024] SGCA 40,[2024] SGCA 40,Criminal Procedure and Sentencing — Stay of execution,Criminal Procedure,Execution,Stay of execution,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Stay of execution,https://www.elitigation.sg/gd/gd/2024_SGCA_40/pdf
2024_SGHC_258.pdf,[2024] SGHC 258,[2024] SGHC 258,Criminal Law — Road Traffic Act – Careless driving,Criminal Law,Road Traffic Act,Careless driving,,True,,https://www.elitigation.sg/gd/gd/2024_SGHC_258/pdf
2024_SGHC_258.pdf,[2024] SGHC 258,[2024] SGHC 258,Criminal Procedure and Sentencing — Sentencing — Appeals,Criminal Law,Sentencing,Appeals against sentence,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing — Appeals,https://www.elitigation.sg/gd/gd/2024_SGHC_258/pdf
2024_SGHC_251.pdf,[2024] SGHC 251,[2024] SGHC 251,Criminal Law — Statutory Offences — Penal Code,Criminal Law,Statutory offences,Penal Code,Penal Code,True,Criminal Law — Statutory offences — Penal Code,https://www.elitigation.sg/gd/gd/2024_SGHC_251/pdf
2024_SGHC_251.pdf,[2024] SGHC 251,[2024] SGHC 251,Criminal Procedure and Sentencing — Sentencing,Criminal Law,Sentencing,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing,https://www.elitigation.sg/gd/gd/2024_SGHC_251/pdf
2024_SGCA_38.pdf,[2024] SGCA 38,[2024] SGCA 38,Constitutional Law — Equal protection of the law,Constitutional Law,Equal protection,Equal protection of the law,Constitution of Singapore Art 12,False,Constitutional Law — Equal protection of the law,https://www.elitigation.sg/gd/gd/2024_SGCA_38/pdf
2024_SGCA_38.pdf,[2024] SGCA 38,[2024] SGCA 38,Constitutional Law — Fundamental liberties — Right to life and personal liberty,Constitutional Law,Fundamental liberties,General,Constitution of Singapore Pt IV,False,Constitutional Law — Fundamental liberties,https://www.elitigation.sg/gd/gd/2024_SGCA_38/pdf
2024_SGCA_38.pdf,[2024] SGCA 38,[2024] SGCA 38,Criminal Procedure and Sentencing — Stay of execution,Criminal Procedure,Execution,Stay of execution,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Stay of execution,https://www.elitigation.sg/gd/gd/2024_SGCA_38/pdf
2024_SGHC_250.pdf,[2024] SGHC 250,[2024] SGHC 250,"Criminal Law — Offences — Culpable homicide not amounting to murder —Section 304(a) Penal Code (Cap 224, 2008 Rev Ed)",Criminal Law,Offences against person,Culpable homicide,Penal Code s 299,True,Criminal Law — Offences — Culpable homicide,https://www.elitigation.sg/gd/gd/2024_SGHC_250/pdf
2024_SGHC_250.pdf,[2024] SGHC 250,[2024] SGHC 250,"Criminal Law — Offences — Statutory offences — Children and Young Persons Act (Cap 38, 2001 Rev Ed)",Criminal Law,Offences,General,Penal Code,True,Criminal Law — Offences,https://www.elitigation.sg/gd/gd/2024_SGHC_250/pdf
2024_SGHC_250.pdf,[2024] SGHC 250,[2024] SGHC 250,"Criminal Law — Offences — Section 201 Penal Code (Cap 224, 2008 Rev Ed)",Criminal Law,Offences against administration,Fabricating evidence,Penal Code s 201,True,Criminal Law — Offences — Section 201 Penal Code,https://www.elitigation.sg/gd/gd/2024_SGHC_250/pdf
2024_SGHC_250.pdf,[2024] SGHC 250,[2024] SGHC 250,Criminal Procedure and Sentencing — Sentencing,Criminal Law,Sentencing,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing,https://www.elitigation.sg/gd/gd/2024_SGHC_250/pdf
2024_SGCA_37.pdf,[2024] SGCA 37,[2024] SGCA 37,Criminal Procedure and Sentencing — Criminal review,Criminal Procedure,Review,Criminal review,Criminal Procedure Code 2010 s 394H,True,Criminal Procedure and Sentencing — Criminal review,https://www.elitigation.sg/gd/gd/2024_SGCA_37/pdf
2024_SGCA_37.pdf,[2024] SGCA 37,[2024] SGCA 37,Criminal Procedure and Sentencing — Reopening concluded decisions — Threshold,Criminal Procedure,General,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing,https://www.elitigation.sg/gd/gd/2024_SGCA_37/pdf
2024_SGHC_245.pdf,[2024] SGHC 245,[2024] SGHC 245,Criminal Law — Statutory offences — Employment of Foreign Manpower Act,Criminal Law,Statutory offences,Employment of Foreign Manpower Act,EFMA,True,Criminal Law — Statutory offences — Employment of Foreign Manpower Act,https://www.elitigation.sg/gd/gd/2024_SGHC_245/pdf
2024_SGHC_245.pdf,[2024] SGHC 245,[2024] SGHC 245,Criminal Law — Appeal,Criminal Procedure,Appeals,Criminal appeal,Criminal Procedure Code 2010,True,Criminal Law — Appeal,https://www.elitigation.sg/gd/gd/2024_SGHC_245/pdf
2024_SGHC_239.pdf,[2024] SGHC 239,[2024] SGHC 239,Criminal Law — Statutory offences — Misuse of Drugs Act,Criminal Law,Statutory offences,Misuse of Drugs Act,Misuse of Drugs Act,True,Criminal Law — Statutory offences — Misuse of Drugs Act,https://www.elitigation.sg/gd/gd/2024_SGHC_239/pdf
2024_SGHC_240.pdf,[2024] SGHC 240,[2024] SGHC 240,Criminal Law — Offences — Sexual offences,Criminal Law,Sexual offences,General sexual offences,Penal Code Pt XI,True,Criminal Law — Offences — Sexual offences,https://www.elitigation.sg/gd/gd/2024_SGHC_240/pdf
2024_SGHC_240.pdf,[2024] SGHC 240,[2024] SGHC 240,Criminal Procedure and Sentencing — Sentencing,Criminal Law,Sentencing,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing,https://www.elitigation.sg/gd/gd/2024_SGHC_240/pdf
2024_SGCA_35.pdf,[2024] SGCA 35,[2024] SGCA 35,Criminal Procedure and Sentencing — Criminal references,Criminal Procedure,Reference,Criminal reference,Criminal Procedure Code 2010 s 397,True,Criminal Procedure and Sentencing — Criminal reference,https://www.elitigation.sg/gd/gd/2024_SGCA_35/pdf
2024_SGCA_35.pdf,[2024] SGCA 35,[2024] SGCA 35,Criminal Procedure and Sentencing — Disclosure,Criminal Procedure,General,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing,https://www.elitigation.sg/gd/gd/2024_SGCA_35/pdf
2024_SGHC_233.pdf,[2024] SGHC 233,[2024] SGHC 233,Criminal Procedure and Sentencing — Trials — Transfer of cases,Criminal Procedure,Trial,Trial procedure,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Trial,https://www.elitigation.sg/gd/gd/2024_SGHC_233/pdf
2024_SGHC_223.pdf,[2024] SGHC 223,[2024] SGHC 223,Criminal Law — Statutory offences — Misuse of Drugs Act,Criminal Law,Statutory offences,Misuse of Drugs Act,Misuse of Drugs Act,True,Criminal Law — Statutory offences — Misuse of Drugs Act,https://www.elitigation.sg/gd/gd/2024_SGHC_223/pdf
2024_SGHC_223.pdf,[2024] SGHC 223,[2024] SGHC 223,Criminal Procedure and Sentencing — Sentencing,Criminal Law,Sentencing,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing,https://www.elitigation.sg/gd/gd/2024_SGHC_223/pdf
2024_SGHC_221.pdf,[2024] SGHC 221,[2024] SGHC 221,"Criminal Procedure and Sentencing — Sentencing — Voluntarily causing hurt which causes grievous hurt — Section 323A Penal Code (Cap 224, 2008 Rev Ed)",Criminal Law,Sentencing,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing,https://www.elitigation.sg/gd/gd/2024_SGHC_221/pdf
2024_SGHC_220.pdf,[2024] SGHC 220,[2024] SGHC 220,Criminal Law — Statutory offences — Penal Code,Criminal Law,Statutory offences,Penal Code,Penal Code,True,Criminal Law — Statutory offences — Penal Code,https://www.elitigation.sg/gd/gd/2024_SGHC_220/pdf
2024_SGHC_220.pdf,[2024] SGHC 220,[2024] SGHC 220,Criminal Law — Appeal,Criminal Procedure,Appeals,Criminal appeal,Criminal Procedure Code 2010,True,Criminal Law — Appeal,https://www.elitigation.sg/gd/gd/2024_SGHC_220/pdf
2024_SGCA_33.pdf,[2024] SGCA 33,[2024] SGCA 33,Criminal Law — Statutory offences — Misuse of Drugs Act,Criminal Law,Statutory offences,Misuse of Drugs Act,Misuse of Drugs Act,True,Criminal Law — Statutory offences — Misuse of Drugs Act,https://www.elitigation.sg/gd/gd/2024_SGCA_33/pdf
2024_SGCA_33.pdf,[2024] SGCA 33,[2024] SGCA 33,Criminal Law — General exceptions — Duress,Criminal Law,General exceptions / Defences,Duress,Penal Code s 94,True,Criminal Law — General exceptions — Duress,https://www.elitigation.sg/gd/gd/2024_SGCA_33/pdf
2024_SGHC_217.pdf,[2024] SGHC 217,[2024] SGHC 217,Criminal Law — Statutory offences — Customs Act,Criminal Law,Statutory offences,Customs Act,Customs Act,True,Criminal Law — Statutory offences — Customs Act,https://www.elitigation.sg/gd/gd/2024_SGHC_217/pdf
2024_SGHC_217.pdf,[2024] SGHC 217,[2024] SGHC 217,Criminal Law — Statutory offences — Road Traffic Act,Criminal Law,Statutory offences,Road Traffic Act,Road Traffic Act,True,Criminal Law — Statutory offences — Road Traffic Act,https://www.elitigation.sg/gd/gd/2024_SGHC_217/pdf
2024_SGHC_217.pdf,[2024] SGHC 217,[2024] SGHC 217,Criminal Procedure and Sentencing — Appeal,Criminal Procedure,General,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing,https://www.elitigation.sg/gd/gd/2024_SGHC_217/pdf
2024_SGHC_209.pdf,[2024] SGHC 209,[2024] SGHC 209,Criminal Law — Statutory offences — Misuse of Drugs Act,Criminal Law,Statutory offences,Misuse of Drugs Act,Misuse of Drugs Act,True,Criminal Law — Statutory offences — Misuse of Drugs Act,https://www.elitigation.sg/gd/gd/2024_SGHC_209/pdf
2024_SGHC_209.pdf,[2024] SGHC 209,[2024] SGHC 209,Criminal Law — Statutory offences — Corrosive and Explosive Substances and Offensive Weapons Act,Criminal Law,Statutory offences,Corrosive and Explosive Substances Act,Corrosive and Explosive Substances and Offensive Weapons Act,True,Criminal Law — Statutory offences — Corrosive,https://www.elitigation.sg/gd/gd/2024_SGHC_209/pdf
2024_SGHC_209.pdf,[2024] SGHC 209,[2024] SGHC 209,Criminal Law — Statutory offences — Prisons Act,Criminal Law,Statutory offences,Prisons Act,Prisons Act,True,Criminal Law — Statutory offences — Prisons Act,https://www.elitigation.sg/gd/gd/2024_SGHC_209/pdf
2024_SGHC_209.pdf,[2024] SGHC 209,[2024] SGHC 209,Criminal Procedure and Sentencing — Sentencing — Appeals,Criminal Law,Sentencing,Appeals against sentence,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing — Appeals,https://www.elitigation.sg/gd/gd/2024_SGHC_209/pdf
2024_SGCA_29.pdf,[2024] SGCA 29,[2024] SGCA 29,Criminal Law — Appeal,Criminal Procedure,Appeals,Criminal appeal,Criminal Procedure Code 2010,True,Criminal Law — Appeal,https://www.elitigation.sg/gd/gd/2024_SGCA_29/pdf
2024_SGCA_29.pdf,[2024] SGCA 29,[2024] SGCA 29,Criminal Procedure and Sentencing — Sentencing — Applicability of mandatory minimum sentence to an attempt to commit the offence of aggravated statutory rape,Criminal Law,Sentencing,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing,https://www.elitigation.sg/gd/gd/2024_SGCA_29/pdf
2024_SGHC_201.pdf,[2024] SGHC 201,[2024] SGHC 201,Criminal Law — Offences — Murder,Criminal Law,Offences against person,Murder,Penal Code s 300,True,Criminal Law — Offences — Murder,https://www.elitigation.sg/gd/gd/2024_SGHC_201/pdf
2024_SGHC_201.pdf,[2024] SGHC 201,[2024] SGHC 201,Criminal Law — Special exceptions — Sudden fight,Criminal Law,General exceptions / Defences,Sudden fight,Penal Code s 294 Exception 4,True,Criminal Law — Special exceptions — Sudden fight,https://www.elitigation.sg/gd/gd/2024_SGHC_201/pdf
2024_SGHC_201.pdf,[2024] SGHC 201,[2024] SGHC 201,Criminal Law — Special exceptions — Diminished responsibility,Criminal Law,General exceptions / Defences,Diminished responsibility,Penal Code s 301 / Second Schedule,True,Criminal Law — Special exceptions — Diminished responsibility,https://www.elitigation.sg/gd/gd/2024_SGHC_201/pdf
2024_SGCA_26.pdf,[2024] SGCA 26,[2024] SGCA 26,Criminal Procedure and Sentencing — Criminal review,Criminal Procedure,Review,Criminal review,Criminal Procedure Code 2010 s 394H,True,Criminal Procedure and Sentencing — Criminal review,https://www.elitigation.sg/gd/gd/2024_SGCA_26/pdf
2024_SGCA_25.pdf,[2024] SGCA 25,[2024] SGCA 25,Criminal Procedure and Sentencing — Criminal review — Permission for review,Criminal Procedure,Review,Criminal review,Criminal Procedure Code 2010 s 394H,True,Criminal Procedure and Sentencing — Criminal review,https://www.elitigation.sg/gd/gd/2024_SGCA_25/pdf
2024_SGCA_23.pdf,[2024] SGCA 23,[2024] SGCA 23,Criminal Procedure and Sentencing — Appeal — Recusal of appellate judge,Criminal Procedure,General,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing,https://www.elitigation.sg/gd/gd/2024_SGCA_23/pdf
2024_SGCA_24.pdf,[2024] SGCA 24,[2024] SGCA 24,Criminal Procedure and Sentencing — Criminal review,Criminal Procedure,Review,Criminal review,Criminal Procedure Code 2010 s 394H,True,Criminal Procedure and Sentencing — Criminal review,https://www.elitigation.sg/gd/gd/2024_SGCA_24/pdf
2024_SGHC_193.pdf,[2024] SGHC 193,[2024] SGHC 193,Criminal Law — Appeal — Statutory offences — Employment of Foreign Manpower Act,Criminal Procedure,Appeals,Criminal appeal,Criminal Procedure Code 2010,True,Criminal Law — Appeal,https://www.elitigation.sg/gd/gd/2024_SGHC_193/pdf
2024_SGHC_186.pdf,[2024] SGHC 186,[2024] SGHC 186,Criminal Law — Statutory offences — Penal Code,Criminal Law,Statutory offences,Penal Code,Penal Code,True,Criminal Law — Statutory offences — Penal Code,https://www.elitigation.sg/gd/gd/2024_SGHC_186/pdf
2024_SGHC_186.pdf,[2024] SGHC 186,[2024] SGHC 186,Criminal Procedure and Sentencing — Appeal — Adducing fresh evidence,Criminal Procedure,General,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing,https://www.elitigation.sg/gd/gd/2024_SGHC_186/pdf
2024_SGHC_185.pdf,[2024] SGHC 185,[2024] SGHC 185,Criminal Procedure and Sentencing — Disclosure — Criminal case disclosure conference — Whether Case for the Prosecution required under s 214(1)(d) Criminal Procedure Code 2010 to include conditioned statement for every witness the Prosecution intends to call at trial,Criminal Procedure,General,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing,https://www.elitigation.sg/gd/gd/2024_SGHC_185/pdf
2024_SGHC_185.pdf,[2024] SGHC 185,[2024] SGHC 185,Criminal Procedure and Sentencing — Revision of proceedings — Revision of orders made at criminal case disclosure conference under s 404 Criminal Procedure Code 2010,Criminal Procedure,General,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing,https://www.elitigation.sg/gd/gd/2024_SGHC_185/pdf
2024_SGHC_175.pdf,[2024] SGHC 175,[2024] SGHC 175,Criminal Law — Offences — Rape,Criminal Law,Sexual offences,Rape,Penal Code s 375,True,Criminal Law — Offences — Rape,https://www.elitigation.sg/gd/gd/2024_SGHC_175/pdf
2024_SGHC_175.pdf,[2024] SGHC 175,[2024] SGHC 175,Criminal Law — Offences — Sexual offences,Criminal Law,Sexual offences,General sexual offences,Penal Code Pt XI,True,Criminal Law — Offences — Sexual offences,https://www.elitigation.sg/gd/gd/2024_SGHC_175/pdf
2024_SGHC_171.pdf,[2024] SGHC 171,[2024] SGHC 171,"Criminal Law — Offences — Sexual offences — Sections 377BK(1) and 377BK(2) Penal Code (Cap 224, 2008 Rev Ed)",Criminal Law,Sexual offences,General sexual offences,Penal Code Pt XI,True,Criminal Law — Offences — Sexual offences,https://www.elitigation.sg/gd/gd/2024_SGHC_171/pdf
2024_SGHC_171.pdf,[2024] SGHC 171,[2024] SGHC 171,"Criminal Procedure and Sentencing – Sentencing – Sentencing framework – Sections 377BK(1) and 377BK(2) Penal Code (Cap 224, 2008 Rev Ed)",Criminal Law,Sentencing,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing,https://www.elitigation.sg/gd/gd/2024_SGHC_171/pdf
2024_SGHC_172.pdf,[2024] SGHC 172,[2024] SGHC 172,Criminal Law — Offences — Sexual offences,Criminal Law,Sexual offences,General sexual offences,Penal Code Pt XI,True,Criminal Law — Offences — Sexual offences,https://www.elitigation.sg/gd/gd/2024_SGHC_172/pdf
2024_SGHC_172.pdf,[2024] SGHC 172,[2024] SGHC 172,Criminal Procedure and Sentencing — Sentencing — Young offenders,Criminal Law,Sentencing,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing,https://www.elitigation.sg/gd/gd/2024_SGHC_172/pdf
2024_SGHC_172.pdf,[2024] SGHC 172,[2024] SGHC 172,Criminal Procedure and Sentencing — Appeal,Criminal Procedure,General,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing,https://www.elitigation.sg/gd/gd/2024_SGHC_172/pdf
2024_SGHC_169.pdf,[2024] SGHC 169,2024 SGHC 169,Criminal Law — Appeal,Criminal Procedure,Appeals,Criminal appeal,Criminal Procedure Code 2010,True,Criminal Law — Appeal,https://www.elitigation.sg/gd/gd/2024_SGHC_169/pdf
2024_SGHC_169.pdf,[2024] SGHC 169,2024 SGHC 169,Criminal Law — Statutory offences — Penal Code,Criminal Law,Statutory offences,Penal Code,Penal Code,True,Criminal Law — Statutory offences — Penal Code,https://www.elitigation.sg/gd/gd/2024_SGHC_169/pdf
2024_SGHC_169.pdf,[2024] SGHC 169,2024 SGHC 169,Criminal Law — Statutory offences — Companies Act,Criminal Law,Statutory offences,Companies Act offences,Companies Act,True,Criminal Law — Statutory offences — Companies Act,https://www.elitigation.sg/gd/gd/2024_SGHC_169/pdf
2024_SGHC_168.pdf,[2024] SGHC 168,2024 SGHC 168,Criminal Law — Appeal,Criminal Procedure,Appeals,Criminal appeal,Criminal Procedure Code 2010,True,Criminal Law — Appeal,https://www.elitigation.sg/gd/gd/2024_SGHC_168/pdf
2024_SGHC_168.pdf,[2024] SGHC 168,2024 SGHC 168,Criminal Law — Criminal conspiracy,Criminal Law,Participation in crime,Criminal conspiracy,Penal Code s 120A,True,Criminal Law — Criminal conspiracy,https://www.elitigation.sg/gd/gd/2024_SGHC_168/pdf
2024_SGHC_161.pdf,[2024] SGHC 161,[2024] SGHC 161,Criminal Law — Statutory offences — Road Traffic Act — Driving while disqualified,Criminal Law,Statutory offences,Road Traffic Act,Road Traffic Act,True,Criminal Law — Statutory offences — Road Traffic Act,https://www.elitigation.sg/gd/gd/2024_SGHC_161/pdf
2024_SGHC_161.pdf,[2024] SGHC 161,[2024] SGHC 161,Criminal Procedure and Sentencing — Appeal,Criminal Procedure,General,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing,https://www.elitigation.sg/gd/gd/2024_SGHC_161/pdf
2024_SGHC_162.pdf,[2024] SGHC 162,[2024] SGHC 162,Criminal Procedure and Sentencing — Sentencing — Young offenders,Criminal Law,Sentencing,General,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing,https://www.elitigation.sg/gd/gd/2024_SGHC_162/pdf
2024_SGHC_162.pdf,[2024] SGHC 162,[2024] SGHC 162,Criminal Law — Offences — Sexual offences,Criminal Law,Sexual offences,General sexual offences,Penal Code Pt XI,True,Criminal Law — Offences — Sexual offences,https://www.elitigation.sg/gd/gd/2024_SGHC_162/pdf
2024_SGHC_159.pdf,[2024] SGHC 159,[2024] SGHC 159,Criminal Law — Offences — Documents,Criminal Law,Forgery and fraud,Documents,Penal Code,True,Criminal Law — Offences — Documents,https://www.elitigation.sg/gd/gd/2024_SGHC_159/pdf
2024_SGHC_159.pdf,[2024] SGHC 159,[2024] SGHC 159,Criminal Law — Offences — Property,Criminal Law,Property offences,Property offence,Penal Code,True,Criminal Law — Offences — Property,https://www.elitigation.sg/gd/gd/2024_SGHC_159/pdf
2024_SGHC_159.pdf,[2024] SGHC 159,[2024] SGHC 159,Criminal Procedure and Sentencing — Sentencing — Appeals,Criminal Law,Sentencing,Appeals against sentence,Criminal Procedure Code 2010,True,Criminal Procedure and Sentencing — Sentencing — Appeals,https://www.elitigation.sg/gd/gd/2024_SGHC_159/pdf
